lemma	iztočnica	besedna vrsta	številka pomena	indikator
davkarija	davkarija	samostalnik	1	davčna služba
mačica	mačica	samostalnik	1	rastlina
mačic	mačica	samostalnik	2	socvetje
mačic	mačica	samostalnik	3	mačka
mačic	mačica	samostalnik	4	mikavna ženska
srednjeprogašica	srednjeprogašica	samostalnik	1	športnica
melona	melona	samostalnik	1	plod
melona	melona	samostalnik	2	rastlina
melona	melona	samostalnik	3	ženske prsi
zdrahar	zdrahar	samostalnik	1	kdor povzroča nesoglasja, prepir
zaspati	zaspati	glagol	1	preiti v stanje počitka
zaspati	zaspati	glagol	2	ne zbuditi se dovolj zgodaj
zaspati	zaspati	glagol	3	umreti
zaspati	zaspati	glagol	4	popustiti v prizadevanjih
zaspati	zaspati	glagol	5	o delu telesa
matiran	matiran	pridevnik	1	brez sijaja
matiran	matiran	pridevnik	2	o položaju kralja v igri
matiran	matiran	pridevnik	3	premagan
razbijač	razbijač	samostalnik	1	kdor razbija ali uničuje; nasilnež;
razbijač	razbijač	samostalnik	2	kdor slovi po moči
razbijači	razbijač	samostalnik	3	betonska pregrada
kakec	kakec	samostalnik	1	iztrebek
šminka	šminka	samostalnik	1	rdečilo za ustnice
šminka	šminka	samostalnik	2	maska, ličila na obrazu
šminka	šminka	samostalnik	3	olepšavanje ali prikrivanje česa
kašča	kašča	samostalnik	1	za shranjevanje žita
kašča	kašča	samostalnik	2	za naturalne dajatve fevdalcem
mitnica	mitnica	samostalnik	1	za plačilo mitnine
mitnica	mitnica	samostalnik	2	za plačilo cestnine
splavar	splavar	samostalnik	1	v nekdanji transportni dejavnosti
splavar	splavar	samostalnik	2	kdor vozi splav
špecerija	špecerija	samostalnik	1	živila
špecerija	špecerija	samostalnik	2	trgovina z živili
slonji	slonji	pridevnik	1	o slonu ali slonih
slonji	slonji	pridevnik	2	o delu slona
slonji	slonji	pridevnik	3	velik
slonji	slonji	pridevnik	4	v kulinariki
ficek	ficek	samostalnik	1	denar
falot	falot	samostalnik	1	porednež, baraba
kraval	kraval	samostalnik	1	hrup; razburjanje;
gosli	gosli	samostalnik	1	violina
šport	šport	samostalnik	1	telesna dejavnost
šport	šport	samostalnik	2	o razvedrilni dejavnosti
ribariti	ribariti	glagol	1	loviti ribe
ribariti	ribariti	glagol	2	iskati, brskati
veslati	veslati	glagol	1	premikati plovilo z vesli
veslati	veslati	glagol	2	plavati
veslati	veslati	glagol	3	leteti
čarovnica	čarovnica	samostalnik	1	pravljično bitje
čarovnica	čarovnica	samostalnik	2	ženska, obsojena čarovništva
čarovnica	čarovnica	samostalnik	3	ženska
zamorka	zamorka	samostalnik	1	ženska črne rase
zamorka	zamorka	samostalnik	2	o zmerjavki
črnoborzijanec	črnoborzijanec	samostalnik	1	kdor nezakonito trguje s čim
azijski	azijski	pridevnik	1	o celini
glicerol	glicerol	samostalnik	1	kemijska spojina
olefin	olefin	samostalnik	1	nenasičeni ogljikovodik
dolgorepka	dolgorepka	samostalnik	1	ptica
čitati	čital	samostalnik	1	jelen
belorepec	belorepec	samostalnik	1	ptica ujeda
alkalij	alkalija	samostalnik	1	kemijska spojina
epileptik	epileptik	samostalnik	1	oseba z epilepsijo
frigidnost	frigidnost	samostalnik	1	spolna motnja
akrobatek	akrobatka	samostalnik	1	izvajalka akrobacij
albinizem	albinizem	samostalnik	1	genetska bolezen
aluvij	aluvij	samostalnik	1	geološka doba
aluvij	aluvij	samostalnik	2	naplavina
anesteziologinj	anesteziologinja	samostalnik	1	zdravnica
asepsa	asepsa	samostalnik	1	kirurška tehnika
anesteziolog	anesteziolog	samostalnik	1	zdravnik
akordeon	akordeon	samostalnik	1	glasbilo
amputiranec	amputiranec	samostalnik	1	kdor izgubi ud
antiepileptik	antiepileptik	samostalnik	1	zdravilo
zobotehnica	zobotehnica	samostalnik	1	poklic
antiseptik	antiseptik	samostalnik	1	sredstvo za razkuževanje
dežemer	dežemer	samostalnik	1	merilni instrument
krastača	krastača	samostalnik	1	dvoživka
metanol	metanol	samostalnik	1	alkohol
garje	garje	samostalnik	1	nalezljiva kožna bolezen
alken	alken	samostalnik	1	nenasičeni ogljikovodik
oksidant	oksidant	samostalnik	1	snov
sobolj	sobolj	samostalnik	1	kuna
soboljevka	soboljevka	samostalnik	1	riba
ugor	ugor	samostalnik	1	morska riba
vahnji	vahnja	samostalnik	1	morska riba
ladinek	ladinka	samostalnik	1	školjka
strigoš	strigoš	samostalnik	1	hrošč
golič	golič	samostalnik	1	ptičji mladič
kozliček	kozliček	samostalnik	1	kozji mladič
sifilis	sifilis	samostalnik	1	bolezen
jesen	jesen	samostalnik	1	drevo
avokadovec	avokadovec	samostalnik	1	drevo
borovec	borovec	samostalnik	1	drevo
forzicija	forzicija	samostalnik	1	grm
octovec	octovec	samostalnik	1	drevo ali grm
forsitij	forsitija	samostalnik	1	grm
metanoat	metanoat	samostalnik	1	kemijska spojina
metanal	metanal	samostalnik	1	plin
predkambrij	predkambrij	samostalnik	1	geološka doba
tribus	tribus	samostalnik	1	upravna enota v starem Rimu
propen	propen	samostalnik	1	ogljikovodik
vilorog	vilorog	samostalnik	1	žival
kirnja	kirnja	samostalnik	1	morska riba
trski	trske	samostalnik	1	družina morskih rib
postojen	postojna	samostalnik	1	ptica ujeda
kinin	kinin	samostalnik	1	zdravilo
bikarbonat	bikarbonat	samostalnik	1	kemijska spojina
depresija	depresija	samostalnik	1	mentalno stanje ali bolezen
depresija	depresija	samostalnik	2	obdobje po gospodarski krizi
depresija	depresija	samostalnik	3	del kopnega
depresija	depresija	samostalnik	4	vremenski pojav
javor	javor	samostalnik	1	drevo
javor	javor	samostalnik	2	les
tetanus	tetanus	samostalnik	1	bolezen
gangrena	gangrena	samostalnik	1	odmrtje tkiva
spinet	spinet	samostalnik	1	glasbilo
borovina	borovina	samostalnik	1	les
formaldehid	formaldehid	samostalnik	1	plin
formaldehid	formaldehid	samostalnik	2	raztopina
etin	etin	samostalnik	1	ogljikovodik
žalovalka	žalovalka	samostalnik	1	ženska, ki žaluje
žalovalka	žalovalka	samostalnik	2	riba
acetilen	acetilen	samostalnik	1	plin
kostanjev	kostanjev	pridevnik	1	o drevesu ali delu drevesa
kostanjev	kostanjev	pridevnik	2	v kulinariki
kostanjev	kostanjev	pridevnik	3	o barvi
kostanjev	kostanjev	pridevnik	4	o snovi
kenozoik	kenozoik	samostalnik	1	geološka doba
abscisa	abscisa	samostalnik	1	koordinata
maltoza	maltoza	samostalnik	1	sladni sladkor
mezozoik	mezozoik	samostalnik	1	geološka doba
anticiklon	anticiklon	samostalnik	1	območje visokega zračnega pritiska
paleozoik	paleozoik	samostalnik	1	geološka doba
prevrtač	prevrtač	samostalnik	1	golob
zalistje	zalistje	samostalnik	1	del rastline
žirokompas	žirokompas	samostalnik	1	merilna naprava
baribal	baribal	samostalnik	1	medved
diabetes	diabetes	samostalnik	1	sladkorna bolezen
eten	eten	samostalnik	1	ogljikovodik
zanohtnica	zanohtnica	samostalnik	1	gnojno vnetje
jesen	jesen	samostalnik	1	letni čas
jesen	jesen	samostalnik	2	obdobje glede na dogajanje
afrikanščina	afrikanščina	samostalnik	1	jezik
paglavec	paglavec	samostalnik	1	žival
paglavec	paglavec	samostalnik	2	nagajiv otrok
pergola	pergola	samostalnik	1	zunanja konstrukcija
rakun	rakun	samostalnik	1	žival
svinčnica	svinčnica	samostalnik	1	merilni pripomoček
aga	aga	samostalnik	1	turški uradniški naziv
aboridžin	aboridžin	samostalnik	1	avstralski staroselec
jastog	jastog	samostalnik	1	rak
jastog	jastog	samostalnik	2	jed
grobojati	groblja	samostalnik	1	ledeniški nanos
glicerin	glicerin	samostalnik	1	kemijska spojina
sepsa	sepsa	samostalnik	1	bolezensko stanje
trobilka	trobilka	samostalnik	1	mišica
trobilka	trobilka	samostalnik	2	glasbenica
moren	morena	samostalnik	1	ledeniški nanos
moren	morena	samostalnik	2	morska riba
shizofrenik	shizofrenik	samostalnik	1	duševni bolnik
shizofrenik	shizofrenik	samostalnik	2	kdor ravna razdvojeno
senilen	senilen	pridevnik	1	o starostnih spremembah
triangel	triangel	samostalnik	1	glasbilo
triangel	triangel	samostalnik	2	skupina treh enot
triangel	triangel	samostalnik	3	krmilni del zmaja
glasbilo	glasbilo	samostalnik	1	priprava za izvajanje glasbe
pikolo	pikolo	samostalnik	1	pihalo
klavir	klavir	samostalnik	1	glasbilo
klavir	klavir	samostalnik	2	igranje klavirja
abraziv	abraziv	samostalnik	1	brusivo
aerostat	aerostat	samostalnik	1	balon
akronim	akronim	samostalnik	1	kratica
bruceloza	bruceloza	samostalnik	1	bolezen
demograf	demograf	samostalnik	1	strokovnjak
antracit	antracit	samostalnik	1	premog
apnica	apnica	samostalnik	1	raztopina
akcelerometer	akcelerometer	samostalnik	1	merilna naprava
areometer	areometer	samostalnik	1	merilni instrument
antipiretik	antipiretik	samostalnik	1	zdravilo
afazija	afazija	samostalnik	1	govorna motnja
ablativ	ablativ	samostalnik	1	sklon
absces	absces	samostalnik	1	ognojek
adenom	adenom	samostalnik	1	žlezna tvorba
adsorbent	adsorbent	samostalnik	1	snov
aeronavt	aeronavt	samostalnik	1	letalec
dietetik	dietetik	samostalnik	1	strokovnjak
girokompas	girokompas	samostalnik	1	merilna naprava
norka	norka	samostalnik	1	kuna
bobrovka	bobrovka	samostalnik	1	glodavec
puma	puma	samostalnik	1	velika mačka
karibu	karibu	samostalnik	1	jelen
detel	detel	samostalnik	1	ptica
eland	eland	samostalnik	1	kopenska žival
gnezdilka	gnezdilka	samostalnik	1	ptica
iglica	iglica	samostalnik	1	riba
kragulj	kragulj	samostalnik	1	ptica ujeda
pižmovka	pižmovka	samostalnik	1	glodavec
podhujka	podhujka	samostalnik	1	ptica
nutrija	nutrija	samostalnik	1	glodavec
mrhar	mrhar	samostalnik	1	ptica ujeda
pika	pike	samostalnik	1	rod zajcev
abortiv	abortiv	samostalnik	1	sredstvo za prekinitev nosečnosti
škarpina	škarpina	samostalnik	1	morska riba
bimetal	bimetal	samostalnik	1	kovinski trak
kirij	kirij	samostalnik	1	kemijski element
alpinizem	alpinizem	samostalnik	1	o plezanju
atletika	atletika	samostalnik	1	šport
baseball	baseball	samostalnik	1	šport
bejzbol	bejzbol	samostalnik	1	šport
bodibilding	bodibilding	samostalnik	1	šport
bodybuilding	bodybuilding	samostalnik	1	šport
bowling	bowling	samostalnik	1	športna igra
curling	curling	samostalnik	1	športna igra
drsanje	drsanje	samostalnik	1	športna aktivnost
gimnastika	gimnastika	samostalnik	1	šport
gimnastika	gimnastika	samostalnik	2	telovadba
golf	golf	samostalnik	1	šport
golf	golf	samostalnik	2	avto
karting	karting	samostalnik	1	vožnja z gokarti
kegljanje	kegljanje	samostalnik	1	športna igra
kickboxing	kickboxing	samostalnik	1	borilni šport
kolesarstvo	kolesarstvo	samostalnik	1	vožnja s kolesom
kros	kros	samostalnik	1	tek
kros	kros	samostalnik	2	o drugih športih
motokros	motokros	samostalnik	1	šport
nogomet	nogomet	samostalnik	1	šport
nogomet	nogomet	samostalnik	2	način igranja
potapljanje	potapljanje	samostalnik	1	šport
potapljanje	potapljanje	samostalnik	2	spuščanje pod gladino
rugby	rugby	samostalnik	1	šport
sankanje	sankanje	samostalnik	1	športna aktivnost
smuk	smuk	samostalnik	1	smučarska disciplina
taekwondo	taekwondo	samostalnik	1	borilna veščina
veslanje	veslanje	samostalnik	1	športna aktivnost
alpinist	alpinist	samostalnik	1	plezalec
alpinistka	alpinistka	samostalnik	1	plezalka
balonarka	balonarka	samostalnik	1	pilotka balona
biatlonec	biatlonec	samostalnik	1	športnik
biatlonka	biatlonka	samostalnik	1	športnica
bodibilder	bodibilder	samostalnik	1	športnik
bodibilderka	bodibilderka	samostalnik	1	športnica
bodybuilder	bodybuilder	samostalnik	1	športnik
bodybuilderka	bodybuilderka	samostalnik	1	športnica
boksarka	boksarka	samostalnik	1	športnica
drsalka	drsalka	samostalnik	1	športna obutev
drsalka	drsalka	samostalnik	2	športnica
džoger	džoger	samostalnik	1	rekreativni tekač
džogerka	džogerka	samostalnik	1	rekreativna tekačica
gimnastičar	gimnastičar	samostalnik	1	športnik
gimnastičarka	gimnastičarka	samostalnik	1	športnica
golfist	golfist	samostalnik	1	igralec golfa
golfistek	golfistka	samostalnik	1	igralka golfa
gornica	gornica	samostalnik	1	alpinistka
jahač	jahač	samostalnik	1	športnik
jahač	jahač	samostalnik	2	otroški avtomobilski sedež
jahalec	jahalec	samostalnik	1	športnik
jamar	jamar	samostalnik	1	raziskovalec jam
jamarka	jamarka	samostalnik	1	raziskovalka jam
judoist	judoist	samostalnik	1	športnik
judoistka	judoistka	samostalnik	1	športnica
kajakaš	kajakaš	samostalnik	1	športnik
kajakašica	kajakašica	samostalnik	1	športnica
kanuist	kanuist	samostalnik	1	športnik
kanuistek	kanuistka	samostalnik	1	športnica
kasač	kasač	samostalnik	1	dirkalni konj
kasač	kasač	samostalnik	2	športnik
kickboksar	kickboksar	samostalnik	1	športnik
kickoksarka	kickboksarka	samostalnik	1	športnica
kikboksar	kikboksar	samostalnik	1	športnik
kikboksarka	kikboksarka	samostalnik	1	športnica
kolesar	kolesar	samostalnik	1	športnik
kolesarka	kolesarka	samostalnik	1	športnica
kotalkar	kotalkar	samostalnik	1	kdor se kotalka
kotalkarica	kotalkarica	samostalnik	1	ženska, ki se kotalka
krosist	krosist	samostalnik	1	športnik
krosistek	krosistka	samostalnik	1	športnica
lokostrelek	lokostrelka	samostalnik	1	ženska, ki strelja z lokom
maratonek	maratonka	samostalnik	1	tekačica
motokrosist	motokrosist	samostalnik	1	športnik
motokrosistek	motokrosistka	samostalnik	1	športnica
nogometašic	nogometašica	samostalnik	1	športnica
nogometašinja	nogometašinja	samostalnik	1	športnica
plavalec	plavalec	samostalnik	1	kdor plava
plavalec	plavalec	samostalnik	2	žival, ki plava
plavalka	plavalka	samostalnik	1	športnica
plesalka	plesalka	samostalnik	1	ženska, ki pleše
pohodnica	pohodnica	samostalnik	1	ženska, ki hodi za rekreacijo
pohodnik	pohodnik	samostalnik	1	kdor hodi za rekreacijo
potapljač	potapljač	samostalnik	1	kdor se potaplja
potapljačica	potapljačica	samostalnik	1	ženska, ki se potaplja
ribič	ribič	samostalnik	1	kdor lovi ribe
ribička	ribička	samostalnik	1	ženska, ki lovi ribe
rokoborec	rokoborec	samostalnik	1	športnik
rokoborek	rokoborka	samostalnik	1	športnica
rolar	rolar	samostalnik	1	kdor se vozi z rolerji
rolar	rolar	samostalnik	2	športna obutev
rolarka	rolarka	samostalnik	1	ženska, ki se vozi z rolerji
rolarek	rolarka	samostalnik	2	športna obutev
rolkarek	rolkarka	samostalnik	1	ženska, ki se vozi z rolko
sabljač	sabljač	samostalnik	1	kdor sablja
sabljačica	sabljačica	samostalnik	1	ženska, ki sablja
smučarka	smučarka	samostalnik	1	ženska, ki smuča
smukač	smukač	samostalnik	1	športnik
smukačica	smukačica	samostalnik	1	športnica
šahist	šahist	samostalnik	1	igralec šaha
šahistka	šahistka	samostalnik	1	igralka šaha
športnica	športnica	samostalnik	1	ženska, ki se ukvarja s športom
tekačica	tekačica	samostalnik	1	športnica
triatlonec	triatlonec	samostalnik	1	športnik
triatlonek	triatlonka	samostalnik	1	športnica
ultramaratonek	ultramaratonka	samostalnik	1	tekačica
veslač	veslač	samostalnik	1	kdor vesla
veslačica	veslačica	samostalnik	1	športnica
žonglerek	žonglerka	samostalnik	1	umetnica metanja predmetov
žonglerek	žonglerka	samostalnik	2	o spretnem ravnanju
atletski	atletski	pridevnik	1	o atletiki
atletski	atletski	pridevnik	2	športen
gimnastičen	gimnastičen	pridevnik	1	o športu
gimnastičen	gimnastičen	pridevnik	2	gibalen; telesen;
jahalen	jahalen	pridevnik	1	o jahanju
jamarski	jamarski	pridevnik	1	o jamarstvu
nogometaški	nogometaški	pridevnik	1	o nogometu
padalski	padalski	pridevnik	1	o športu
padalski	padalski	pridevnik	2	o vojaški enoti
plavalen	plavalen	pridevnik	1	o plavanju
plesen	plesen	pridevnik	1	o plesu
plezalen	plezalen	pridevnik	1	o plezanju
potapljaški	potapljaški	pridevnik	1	o športni aktivnosti
jamarstvo	jamarstvo	samostalnik	1	raziskovanje jam
balonar	balonar	samostalnik	1	pilot balona
balonar	balonar	samostalnik	2	plašč
kikboks	kikboks	samostalnik	1	borilni šport
jogger	jogger	samostalnik	1	rekreativni tekač
gorništvo	gorništvo	samostalnik	1	športna aktivnost
zmajar	zmajar	samostalnik	1	športnik
ultramaratonec	ultramaratonec	samostalnik	1	tekač
kotalkanje	kotalkanje	samostalnik	1	športna aktivnost
kegljačica	kegljačica	samostalnik	1	športnica
rolkanje	rolkanje	samostalnik	1	športna aktivnost
rolkar	rolkar	samostalnik	1	kdor se vozi z rolko
herc	herc	samostalnik	1	merska enota
etnocid	etnocid	samostalnik	1	etnični genocid
etnomuzikolog	etnomuzikolog	samostalnik	1	strokovnjak
flavtistka	flavtistka	samostalnik	1	glasbenica
generalbas	generalbas	samostalnik	1	basovska melodija
galenit	galenit	samostalnik	1	rudnina
fagotist	fagotist	samostalnik	1	glasbenik
drevesničarstvo	drevesničarstvo	samostalnik	1	gojenje dreves
dudar	dudar	samostalnik	1	glasbenik
džoging	džoging	samostalnik	1	lahkoten tek
džokej	džokej	samostalnik	1	jahač
eksistencialist	eksistencialist	samostalnik	1	predstavnik eksistencializma
emisar	emisar	samostalnik	1	odposlanec
enoboštvo	enoboštvo	samostalnik	1	oblika verovanja
enokrilnik	enokrilnik	samostalnik	1	vrsta letala
fotometer	fotometer	samostalnik	1	merilna naprava
feminist	feminist	samostalnik	1	privrženec feminizma
adjektiv	adjektiv	samostalnik	1	besedna vrsta
adoracija	adoracija	samostalnik	1	čaščenje
aglomerat	aglomerat	samostalnik	1	kamnina
akupunkturist	akupunkturist	samostalnik	1	zdravilec
akuzativ	akuzativ	samostalnik	1	sklon
akvarelist	akvarelist	samostalnik	1	umetnik
alegorika	alegorika	samostalnik	1	o podobah v umetniškem delu
alegoričnost	alegoričnost	samostalnik	1	lastnost umetniškega dela
altist	altist	samostalnik	1	pevec
altsaksofon	altsaksofon	samostalnik	1	glasbilo
amilaza	amilaza	samostalnik	1	encim
anabaptist	anabaptist	samostalnik	1	prekrščevalec
anglicizem	anglicizem	samostalnik	1	o izrazu
arabist	arabist	samostalnik	1	strokovnjak
arhangel	arhangel	samostalnik	1	angel
arhitrav	arhitrav	samostalnik	1	antični gradbeni element
arijanstvo	arijanstvo	samostalnik	1	krščanski nauk
aristokratka	aristokratka	samostalnik	1	plemkinja
aritmetik	aritmetik	samostalnik	1	strokovnjak
arianizem	arianizem	samostalnik	1	krščanski nauk
aristokratinja	aristokratinja	samostalnik	1	plemkinja
arogantnež	arogantnež	samostalnik	1	aroganten človek
artilerist	artilerist	samostalnik	1	topničar
arijanec	arijanec	samostalnik	1	privrženec arijanizma
žonglerstvo	žonglerstvo	samostalnik	1	fizična veščina ali dejavnost
žužkoslovec	žužkoslovec	samostalnik	1	strokovnjak
zunajjezikoven	zunajjezikoven	pridevnik	1	nebeseden
abolicionist	abolicionist	samostalnik	1	borec proti sistemu ali praksi
abolicionist	abolicionist	samostalnik	2	o odpravi suženjstva v ZDA
abotnost	abotnost	samostalnik	1	lastnost
abotnost	abotnost	samostalnik	2	izjava; ravnanje;
abrakadabra	abrakadabra	samostalnik	1	čarovnija
abrakadabra	abrakadabra	samostalnik	2	kot izrek
adneks	adneks	samostalnik	1	telesni izrastek
adverb	adverb	samostalnik	1	besedna vrsta
agronomka	agronomka	samostalnik	1	strokovnjakinja
alkova	alkova	samostalnik	1	vgradni del sobe
amfibol	amfibol	samostalnik	1	rudnina
animist	animist	samostalnik	1	pripadnik animizma
