iztočnica|besedna vrsta|številka pomena|indikator
neprilagojenec|samostalnik|1|slabo prilagojen človek
neprisiljenost|samostalnik|1|sproščenost
preračunljivec|samostalnik|1|preračunljiv človek
razcapanec|samostalnik|1|razcapan človek
glavniček|samostalnik|1|majhen glavnik
tristoletnica|samostalnik|1|tristoletna obletnica
gornik|samostalnik|1|alpinist
monom|samostalnik|1|enočlenik
pastorek|samostalnik|1|sin partnerja
pastorek|samostalnik|2|kar je zapostavljeno
zakonodajalka|samostalnik|1|organizacija
zakonodajalka|samostalnik|2|ženska
zalezovalka|samostalnik|1|o ženski
dlančnik|samostalnik|1|majhen osebni računalnik
inicialka|samostalnik|1|začetna črka
serigrafija|samostalnik|1|grafična tehnika
serigrafija|samostalnik|2|odtis
filmografija|samostalnik|1|seznam filmov
lesorez|samostalnik|1|grafična tehnika
lesorez|samostalnik|2|slika
dinamometer|samostalnik|1|merilna naprava
asonanca|samostalnik|1|vrsta rime
libreto|samostalnik|1|dramsko besedilo
čipkarstvo|samostalnik|1|dejavnost
astronom|samostalnik|1|strokovnjak
antonim|samostalnik|1|o pomenu besede
fonem|samostalnik|1|glasovna enota
libretist|samostalnik|1|pisec libreta
astronomka|samostalnik|1|strokovnjakinja
kartuzijan|samostalnik|1|menih
cistercijan|samostalnik|1|menih
harmonikar|samostalnik|1|glasbenik
jurist|samostalnik|1|pravnik
hornist|samostalnik|1|glasbenik
harfist|samostalnik|1|glasbenik
antologija|samostalnik|1|zbirka
fonologija|samostalnik|1|veda
kaligraf|samostalnik|1|lepopisec
kostumograf|samostalnik|1|strokovnjak za oblačila
globinomer|samostalnik|1|merilna naprava
impresionist|samostalnik|1|predstavnik impresionizma
aplavz|samostalnik|1|ploskanje
nedoločnik|samostalnik|1|glagolska oblika
lignit|samostalnik|1|premog
prerija|samostalnik|1|travnata pokrajina
mnogoboštvo|samostalnik|1|vera v več bogov
logopedija|samostalnik|1|veda
nebotičnik|samostalnik|1|stavba
lončarstvo|samostalnik|1|dejavnost
cistercijanec|samostalnik|1|menih
grboslovje|samostalnik|1|veda o grbih
imenovalnik|samostalnik|1|sklon
imenovalnik|samostalnik|2|deljena lastnost
infinitiv|samostalnik|1|glagolska oblika
frotir|samostalnik|1|tkanina
depopulacija|samostalnik|1|upadanje prebivalstva
zvijačnež|samostalnik|1|o prelisičenju
muzikolog|samostalnik|1|strokovnjak
hurikan|samostalnik|1|tropski vihar
zbiratelj|samostalnik|1|kdor kaj zbira
ambivalenca|samostalnik|1|razdvojenost
ambivalenca|samostalnik|2|soobstoj dveh nasprotnih zadev
bakla|samostalnik|1|svetilo
veletrgovec|samostalnik|1|vrsta trgovskega podjetja
glasoslovje|samostalnik|1|veda
delavstvo|samostalnik|1|delavci
mobitel|samostalnik|1|naprava
mestic|samostalnik|1|potomec Evropejcev in Indijancev
optativ|samostalnik|1|glagolski naklon
heraldika|samostalnik|1|veda o grbih
kotomer|samostalnik|1|merilna naprava
mizar|samostalnik|1|izdelovalec pohištva
inštalater|samostalnik|1|monter
sadjarstvo|samostalnik|1|dejavnost
ilustrator|samostalnik|1|umetnik
fascikel|samostalnik|1|mapa
dražbar|samostalnik|1|voditelj dražbe
dražbar|samostalnik|2|podjetje, ki organizira dražbe
kasačica|samostalnik|1|dirkalna kobila
kegljač|samostalnik|1|športnik
sumo|samostalnik|1|rokoborba
admiral|samostalnik|1|vojaški čin
admiral|samostalnik|2|metulj
dvoriti|glagol|1|osvajati
dvoriti|glagol|2|dobrikati se
abdicirati|glagol|1|odstopiti s položaja
adekvatnost|samostalnik|1|ustreznost; primernost;
akademizem|samostalnik|1|v umetnosti
akademizem|samostalnik|2|teoretične, neživljenjske rešitve
aklamacija|samostalnik|1|glasen pozdrav
aklamacija|samostalnik|2|sprejetje; izvolitev;
amaterizem|samostalnik|1|neprofesionalna dejavnost
amaterizem|samostalnik|2|slabo opravljeno delo
anestezist|samostalnik|1|zdravnik
anestezistka|samostalnik|1|zdravnica
apotekar|samostalnik|1|lekarnar
arkadijski|pridevnik|1|idiličen
arkadijski|pridevnik|2|o Arkadiji
butelj|samostalnik|1|neumnež
dedek|samostalnik|1|stari oče
dedek|samostalnik|2|starec
dedek|samostalnik|3|začetnik česa
dedek|samostalnik|4|moški z dolgim stažem
dukat|samostalnik|1|evropski kovanec
jazbina|samostalnik|1|jazbečje bivališče
jazbina|samostalnik|2|zatočišče; zbirališče;
kočura|samostalnik|1|hiša
močvara|samostalnik|1|močviren svet
močvara|samostalnik|2|razmočeno območje
močvara|samostalnik|3|o stanju
pozavna|samostalnik|1|trobilo
pozavna|samostalnik|2|igranje pozavne
pozavna|samostalnik|3|glasbenik
srnjaček|samostalnik|1|srnji mladič
zašpecati|glagol|1|zatožiti; izdati;
žongliranje|samostalnik|1|o metanju predmetov
žongliranje|samostalnik|2|sočasno obvladovanje več zadev
žongliranje|samostalnik|3|spretna uporaba ali izbira
čarati|glagol|1|o nadnaravni moči
čarati|glagol|2|znajti se z nezadostnimi sredstvi
čarati|glagol|3|odlično obvladati
čarati|glagol|4|priklicati vzdušje ali odziv
čarati|glagol|5|izvajati trike
čarati|glagol|6|prosto ustvarjati
čarati|glagol|7|neučinkovito delati
žiletka|samostalnik|1|britvica
žurirati|glagol|1|zabavati se
zebra|samostalnik|1|žival
zebra|samostalnik|2|prehod za pešce
biciklist|samostalnik|1|kolesar
boksanje|samostalnik|1|borilni šport
boksanje|samostalnik|2|udarjanje
boksanje|samostalnik|3|prerekanje
kadaver|samostalnik|1|truplo
blagovoliti|glagol|1|odločiti se narediti
blagovoliti|glagol|2|milostno privoliti
bordati|glagol|1|deskati na snegu
orgle|samostalnik|1|glasbilo
orgle|samostalnik|2|igranje orgel
sloveč|pridevnik|1|priznan; ugleden;
titan|samostalnik|1|kemijski element
titan|samostalnik|2|o velikosti in moči
titan|samostalnik|3|bajeslovno bitje
deček|samostalnik|1|otrok
deček|samostalnik|2|mlad moški
deklica|samostalnik|1|otrok
deklica|samostalnik|2|mlada ženska ali dekle
cincati|glagol|1|obotavljati se
cincati|glagol|2|počasi se premikati
fejst|prislov|1|zelo
fejst|prislov|2|dobro; privlačno;
firbčen|pridevnik|1|radoveden
polokati|glagol|1|spiti; zliti vase;
rariteta|samostalnik|1|redkost
speleologija|samostalnik|1|veda
dvostišje|samostalnik|1|dvovrstična kitica
alimentacija|samostalnik|1|preživnina
anglofil|samostalnik|1|navdušenec
apogej|samostalnik|1|položaj nebesnega telesa
žaltavost|samostalnik|1|lastnost maščobe
žeparjenje|samostalnik|1|kraje iz žepov
žeparstvo|samostalnik|1|kraje iz žepov
žičnik|samostalnik|1|žebelj iz žice
zemljemerec|samostalnik|1|strokovnjak
zemljemerstvo|samostalnik|1|veda
zlohotnost|samostalnik|1|zlonamernost; zloba;
zlovoljnost|samostalnik|1|slaba volja
zverinstvo|samostalnik|1|okrutno dejanje
zvezdoslovec|samostalnik|1|strokovnjak
zvodnica|samostalnik|1|vodja prostitutk
zvonkost|samostalnik|1|lepa zvenečnost
afektiranost|samostalnik|1|nenaravnost; izumetničenost;
dilema|samostalnik|1|težka izbira; problem;
kandidat|samostalnik|1|za službo ali funkcijo
kandidat|samostalnik|2|na izpitu
kandidat|samostalnik|3|za nagrado
uspavalo|samostalnik|1|uspavalno sredstvo
vrelišče|samostalnik|1|temperatura
vrelišče|samostalnik|2|vrhunec zaostritve
vrelišče|samostalnik|3|žarišče
zbadljivec|samostalnik|1|kdor rad zbada ljudi
malikovanje|samostalnik|1|čaščenje
malikovanje|samostalnik|2|pretirano občudovanje
latrina|samostalnik|1|stranišče
odčitek|samostalnik|1|odčitana vrednost
prepirček|samostalnik|1|manj resen konflikt
sonaravnost|samostalnik|1|trajnostni razvoj
vpoklicanec|samostalnik|1|o vojaški dolžnosti
vtikljivost|samostalnik|1|osebnostna lastnost
zalust|samostalnik|1|zobec na orodju
štoparica|samostalnik|1|vrsta ure
telemarketing|samostalnik|1|telefonsko trženje
načitanost|samostalnik|1|razgledanost
opart|samostalnik|1|umetnostna smer
neoklasicist|samostalnik|1|predstavnik neoklasicizma
pointilizem|samostalnik|1|slikarska tehnika
varianca|samostalnik|1|mera statistične razpršenosti
monotipija|samostalnik|1|grafična tehnika
monotipija|samostalnik|2|izdelek
memoriranje|samostalnik|1|učenje
zavarovatelj|samostalnik|1|zavarovalnica
kaos|samostalnik|1|zmeda; nered;
kaos|samostalnik|2|o vesolju
zarota|samostalnik|1|skrivni načrt
epidemija|samostalnik|1|hitro širjenje bolezni
epidemija|samostalnik|2|hiter porast česa
brifing|samostalnik|1|sestanek
naprednost|samostalnik|1|razvitost
naprednost|samostalnik|2|napredna miselnost
jasnina|samostalnik|1|o nebu ali ozračju
jasnina|samostalnik|2|jasna izoblikovanost
zavarovalnina|samostalnik|1|plačilo
zadrga|samostalnik|1|del oblačila
reprivatizacija|samostalnik|1|ponovna privatizacija
publicistka|samostalnik|1|ženska, ki piše članke
slemenitev|samostalnik|1|usmerjenost gorskih grebenov
somernica|samostalnik|1|premica
psalmodija|samostalnik|1|petje psalmov
trepljaj|samostalnik|1|o človeškem dotiku
zaporničar|samostalnik|1|upravljavec zapornice
zaskočka|samostalnik|1|tehnični element
uganka|samostalnik|1|miselna igra
uganka|samostalnik|2|neznana stvar ali problem
simetrala|samostalnik|1|premica
pacifist|samostalnik|1|zagovornik miru
plastnica|samostalnik|1|črta na zemljevidu
amok|samostalnik|1|blaznost; besnilo;
akril|samostalnik|1|slikarska tehnika
akril|samostalnik|2|material
akril|samostalnik|3|barva
nabojnik|samostalnik|1|del orožja
deflator|samostalnik|1|merilo razmerja cen
distih|samostalnik|1|dvovrstična kitica
akvakultura|samostalnik|1|gojenje vodnih organizmov
astronavtika|samostalnik|1|veda
biseksualnost|samostalnik|1|spolna usmerjenost
boječnost|samostalnik|1|plašnost
brezciljnost|samostalnik|1|o neosredotočenosti
centrist|samostalnik|1|o političnem prepričanju
dihalka|samostalnik|1|športna oprema
dobesednost|samostalnik|1|o zvestobi izvirniku
galantnost|samostalnik|1|uglajenost
grozovitost|samostalnik|1|o strašljivosti
konvencionalnost|samostalnik|1|običajnost
apoteoza|samostalnik|1|poveličevanje
centrifugiranje|samostalnik|1|ločevalna tehnika
ambitus|samostalnik|1|obseg; razpon;
antropomorfizem|samostalnik|1|počlovečevanje
anotacija|samostalnik|1|zaznamek
abnormalnost|samostalnik|1|nepravilnost
izohipsa|samostalnik|1|črta na zemljevidu
družabništvo|samostalnik|1|o poslovnem sodelovanju
destalinizacija|samostalnik|1|o opuščanju politike
muzikalnost|samostalnik|1|glasbenost
ekspresionistka|samostalnik|1|predstavnica ekspresionizma
dezinflacija|samostalnik|1|ekonomski proces
čudodelnik|samostalnik|1|o nadnaravni sposobnosti
čudodelnik|samostalnik|2|o veliki spretnosti
diferenciranje|samostalnik|1|razlikovalni proces
mozoljavost|samostalnik|1|obolenje kože
nepokornost|samostalnik|1|neubogljivost; neposlušnost;
prenatrpanost|samostalnik|1|o prekomerni količini
prepirljivost|samostalnik|1|osebnostna lastnost
valobran|samostalnik|1|nasip proti valovom
razjarjenost|samostalnik|1|čustveno stanje
skesanost|samostalnik|1|čustveno stanje
ukazovalnost|samostalnik|1|osebnostna lastnost
urok|samostalnik|1|v magiji
urok|samostalnik|2|o neuspehu
zaljubljenka|samostalnik|1|zaljubljena ženska
zaljubljenka|samostalnik|2|navdušenka
antipatija|samostalnik|1|odpor
bis|samostalnik|1|dodatek
heksameter|samostalnik|1|vrsta verza
davkoplačevalec|samostalnik|1|kdor plačuje davke
ekloga|samostalnik|1|vrsta pesmi
menjševik|samostalnik|1|pripadnik menjševizma
uglaševalka|samostalnik|1|poklic
saje|samostalnik|1|produkt zgorevanja
mikročitalec|samostalnik|1|čitalnik za mikrofilme
zatrjevati|glagol|1|trditi; vztrajati;
zavestno|prislov|1|namerno
zavestno|prislov|2|z zavedanjem; po lastni volji;
preddelavec|samostalnik|1|delovodja
preddelavka|samostalnik|1|delovodja
algebraičen|pridevnik|1|o algebri
sitotisk|samostalnik|1|grafična tehnika
sitotisk|samostalnik|2|odtis
davščina|samostalnik|1|davek
silomer|samostalnik|1|merilna naprava
germanizacija|samostalnik|1|ponemčevanje
favna|samostalnik|1|živalstvo
nominativ|samostalnik|1|sklon
pomišljaj|samostalnik|1|ločilo
premogovnik|samostalnik|1|rudnik premoga
opekarna|samostalnik|1|tovarna
prajezik|samostalnik|1|prvotni jezik
plesišče|samostalnik|1|plesni prostor
odpremnica|samostalnik|1|listina
perutninarstvo|samostalnik|1|dejavnost
razrednik|samostalnik|1|vodja razreda
ribogojnica|samostalnik|1|prostor za gojenje rib
plavž|samostalnik|1|talilna peč
dražitelj|samostalnik|1|kdor sodeluje na dražbi
dražitelj|samostalnik|2|voditelj dražbe
nadležno|prislov|1|moteče; zoprno;
vrtalnik|samostalnik|1|orodje
seciranje|samostalnik|1|o truplu
seciranje|samostalnik|2|podrobna analiza
sebično|prislov|1|egoistično
brevir|samostalnik|1|molitev
brevir|samostalnik|2|molitvenik
brevir|samostalnik|3|temeljna literatura
živčevje|samostalnik|1|živčni sistem
živalstvo|samostalnik|1|živali
jezikoslovec|samostalnik|1|strokovnjak
kronometer|samostalnik|1|dirka na čas
kronometer|samostalnik|2|o uri
konzulat|samostalnik|1|predstavništvo tuje države
razsvetljenstvo|samostalnik|1|gibanje v Evropi
kokain|samostalnik|1|mamilo
čebelarstvo|samostalnik|1|dejavnost
kolumna|samostalnik|1|članek
heroin|samostalnik|1|mamilo
kipar|samostalnik|1|umetnik
zdomec|samostalnik|1|o preselitvi zaradi dela
zgodovinopisec|samostalnik|1|strokovnjak
diapozitiv|samostalnik|1|fotografija
diapozitiv|samostalnik|2|stran predstavitve
pesticid|samostalnik|1|kemično sredstvo
loto|samostalnik|1|igra na srečo
pisateljica|samostalnik|1|ženska, ki piše leposlovje
podtalnica|samostalnik|1|podzemna voda
restavrator|samostalnik|1|obnavljavec
potopis|samostalnik|1|opis potovanja
fonetika|samostalnik|1|veda
pšenica|samostalnik|1|žito
pšenica|samostalnik|2|zrnje
župnija|samostalnik|1|cerkvenopravna enota
noviciat|samostalnik|1|redovniško pripravništvo
epicenter|samostalnik|1|o potresu
epicenter|samostalnik|2|središče
programer|samostalnik|1|v računalništvu
programer|samostalnik|2|organizator
ekonometrija|samostalnik|1|področje ekonomije
kamnosek|samostalnik|1|obdelovalec kamna
oscilograf|samostalnik|1|merilna naprava
opreznost|samostalnik|1|previdnost
grosist|samostalnik|1|velik trgovec
konservatorij|samostalnik|1|umetniška ustanova
čtivo|samostalnik|1|gradivo za branje
računovodja|samostalnik|1|kdor vodi račune
poster|samostalnik|1|plakat
državnik|samostalnik|1|predstavnik države
havarija|samostalnik|1|poškodba ladje ali letala
havarija|samostalnik|2|večja nezgoda
kavarna|samostalnik|1|gostinski lokal
razkužilo|samostalnik|1|dezinfekcijsko sredstvo
holding|samostalnik|1|vrsta podjetja
kegelj|samostalnik|1|pripomoček za kegljanje
prostozidar|samostalnik|1|član gibanja
praktikant|samostalnik|1|pripravnik
docent|samostalnik|1|učiteljski naziv
politologija|samostalnik|1|veda
dobrodelnost|samostalnik|1|dobra dela
predgovor|samostalnik|1|uvodni sestavek
konvertibilnost|samostalnik|1|zamenljivost
kapilarnost|samostalnik|1|fizikalni pojav
pripravništvo|samostalnik|1|usposabljanje pripravnika
podpisnik|samostalnik|1|kdor kaj podpiše
klečanje|samostalnik|1|dotikanje tal s koleni
klečanje|samostalnik|2|o ponižnosti
prokurist|samostalnik|1|pooblaščenec
podizvajalec|samostalnik|1|o vrsti poslovnega sodelovanja
hipermarket|samostalnik|1|večja trgovina
jezuit|samostalnik|1|član krščanskega reda
gričevje|samostalnik|1|skupina gričev
konzervatorij|samostalnik|1|umetniška ustanova
praktikantka|samostalnik|1|pripravnica
docentka|samostalnik|1|učiteljski naziv
pipeta|samostalnik|1|merilni instrument
zakupodajalec|samostalnik|1|o zakupnem razmerju
aspik|samostalnik|1|želatina
slovaropisec|samostalnik|1|poklic
zlato|samostalnik|1|kemijski element
zlato|samostalnik|2|prvo mesto
zlato|samostalnik|3|dragocenost
vadi|samostalnik|1|suha struga
redkev|samostalnik|1|rastlina
redkev|samostalnik|2|plod
samostalnik|samostalnik|1|besedna vrsta
sapnik|samostalnik|1|del telesa
shizofrenija|samostalnik|1|duševna motnja
shizofrenija|samostalnik|2|razdvojenost
sleng|samostalnik|1|neformalna govorica
sliva|samostalnik|1|plod
sliva|samostalnik|2|drevo
sliva|samostalnik|3|o barvi
taksa|samostalnik|1|denarni prispevek
tangice|samostalnik|1|spodnje perilo
filatelija|samostalnik|1|zbiranje in proučevanje znamk
flomaster|samostalnik|1|pisalo
fotografirati|glagol|1|narediti posnetek
fotograf|samostalnik|1|kdor se ukvarja s fotografiranjem
fotokopirati|glagol|1|narediti papirnato kopijo
garaža|samostalnik|1|pri hiši
garaža|samostalnik|2|skupna parkirišča
gosenica|samostalnik|1|žival
gosenica|samostalnik|2|del vozila
gotovina|samostalnik|1|fizični denar
gotovina|samostalnik|2|elektronski denar
grozdje|samostalnik|1|sadje
gurman|samostalnik|1|ljubitelj hrane in pijače
gurman|samostalnik|2|poznavalec
guru|samostalnik|1|duhovni vodja
guru|samostalnik|2|poznavalec
habitat|samostalnik|1|življenjski prostor
habitat|samostalnik|2|okolje
halucinacija|samostalnik|1|zaznavna motnja
halucinacija|samostalnik|2|blodnja; izmišljotina;
histeričen|pridevnik|1|o čustvenem odzivu
histeričen|pridevnik|2|o bolezni
histeričen|pridevnik|3|o intenzivnem dogajanju
histerično|prislov|1|o čustvenem odzivu
histerično|prislov|2|o intenzivnosti ali pretiranosti
gasilec|samostalnik|1|kdor je usposobljen za gašenje
hotel|samostalnik|1|turistični objekt
iglast|pridevnik|1|o iglavcih
iglast|pridevnik|2|koničast
iglu|samostalnik|1|prebivališče iz snega
interier|samostalnik|1|notranjost prostora
izobčiti|glagol|1|izločiti
izobčiti|glagol|2|izključiti iz cerkve
kitarist|samostalnik|1|glasbenik
kljukast|pridevnik|1|ukrivljen
koder|samostalnik|1|o laseh
koder|samostalnik|2|pes
korajža|samostalnik|1|pogum
lasulja|samostalnik|1|umetni lasje
mandarina|samostalnik|1|plod
mandarina|samostalnik|2|drevo
maskara|samostalnik|1|ličilo
matineja|samostalnik|1|zgodnja predstava
menstruacija|samostalnik|1|mesečna krvavitev
motika|samostalnik|1|vrtno orodje
najemnina|samostalnik|1|denar za najem
naravovarstvenik|samostalnik|1|o varstvu okolja
ornitolog|samostalnik|1|poznavalec ptic
pravnik|samostalnik|1|strokovnjak
planota|samostalnik|1|ravnina v hribovju
evkalipt|samostalnik|1|drevo
evkalipt|samostalnik|2|evkaliptusovo olje
evkaliptus|samostalnik|1|drevo
evkaliptus|samostalnik|2|evkaliptusovo olje
redkvica|samostalnik|1|rastlina
frnikola|samostalnik|1|kroglica
ingverjev|pridevnik|1|o hrani
ingverjev|pridevnik|2|o rastlini
zmrzel|pridevnik|1|zmrznjen
anagram|samostalnik|1|premetanka črk
citadela|samostalnik|1|trdnjava
citadela|samostalnik|2|temeljni del česa
nagnit|pridevnik|1|gnil
zlobnica|samostalnik|1|zlobna ženska
zlobnica|samostalnik|2|o vlogi
balonarstvo|samostalnik|1|letenje z balonom
boks|samostalnik|1|borilni šport
boks|samostalnik|2|način borbe
boks|samostalnik|3|na dirkah
boks|samostalnik|4|ločen prostor
pohodništvo|samostalnik|1|rekreativna hoja
atlet|samostalnik|1|športnik
atlet|samostalnik|2|mišičast človek
maratonec|samostalnik|1|tekač
maratonec|samostalnik|2|o drugih športih
maratonec|samostalnik|3|kdor dolgo dela ali vztraja
daljnogled|samostalnik|1|optična naprava
monoteizem|samostalnik|1|vera v enega boga
dehidracija|samostalnik|1|izguba vode v telesu
dehidracija|samostalnik|2|postopek izsušitve
oderuški|pridevnik|1|pretirano drag
oderuški|pridevnik|2|ki svoje storitve drago zaračuna
antifriz|samostalnik|1|sredstvo proti zmrzovanju
enoročno|prislov|1|z eno roko
pijanski|pridevnik|1|o pijanosti ali pijancih
servilnost|samostalnik|1|pretirana uslužnost
pasat|samostalnik|1|veter
pasat|samostalnik|2|avto
ambicioznež|samostalnik|1|ambiciozen človek
kreda|samostalnik|1|sredstvo za risanje
kreda|samostalnik|2|geološka doba
kreda|samostalnik|3|kamnina
boksar|samostalnik|1|športnik
boksar|samostalnik|2|orožje
bis|medmet|1|o vzkliku
športen|pridevnik|1|o telesni aktivnosti
športen|pridevnik|2|o obliki vozila ali njegovih delov
športen|pridevnik|3|o materialu in kroju
športen|pridevnik|4|o telesnem videzu
športen|pridevnik|5|o obnašanju
športno|prislov|1|o telesni aktivnosti
športno|prislov|2|o obliki vozila ali njegovih delov
športno|prislov|3|o stilu oblačenja
športno|prislov|4|o telesnem videzu
športno|prislov|5|o obnašanju
medicinka|samostalnik|1|žoga
medicinka|samostalnik|2|o zdravstveni izobrazbi
češnja|samostalnik|1|drevo
češnja|samostalnik|2|plod
češnja|samostalnik|3|les
lokostrelec|samostalnik|1|kdor strelja z lokom
lokostrelec|samostalnik|2|vojak
deskati|glagol|1|voziti se z desko po snegu
deskati|glagol|2|voziti se z desko po vodi
deskati|glagol|3|brskati po spletu
pedikura|samostalnik|1|kozmetična nega nog
prestolnica|samostalnik|1|glavno mesto
prestolnica|samostalnik|2|središče dejavnosti
sršen|samostalnik|1|žuželka
sršen|samostalnik|2|član košarkarskega kluba
ironično|prislov|1|s posmehom
kolumnist|samostalnik|1|pisec serije člankov
morilec|samostalnik|1|storilec umora
morilec|samostalnik|2|vzrok smrti
nadrealist|samostalnik|1|pripadnik nadrealizma
nadrealizem|samostalnik|1|umetnostna smer
osa|samostalnik|1|žuželka
osa|samostalnik|2|član športnega kluba
osa|samostalnik|3|orožje
miš|samostalnik|1|žival
miš|samostalnik|2|del računalniške opreme
nakupovalec|samostalnik|1|kdor nakupuje
namaz|samostalnik|1|jed
glukoza|samostalnik|1|monosaharid
protestant|samostalnik|1|pripadnik protestantizma
polnoletnost|samostalnik|1|o osebi
polnoletnost|samostalnik|2|o letih obstoja
predpogoj|samostalnik|1|temeljni pogoj
priročnik|samostalnik|1|publikacija
podržavljenje|samostalnik|1|državni prevzem zasebne lastnine
vpisnina|samostalnik|1|plačilo za vpis
naftalin|samostalnik|1|snov
sedanjik|samostalnik|1|glagolski čas
sedanjik|samostalnik|2|sedanjost
skladiščnik|samostalnik|1|skladiščni delavec
skopuh|samostalnik|1|o pretirani varčnosti
skopuški|pridevnik|1|pretirano varčen
abecednik|samostalnik|1|priročnik
abecednik|samostalnik|2|osnove določenega področja
zloščiti|glagol|1|dati lesk
zloščiti|glagol|2|izboljšati
babica|samostalnik|1|mati očeta ali matere
babica|samostalnik|2|pomočnica pri porodu
babica|samostalnik|3|starejša ženska
babica|samostalnik|4|začetnica česa
babica|samostalnik|5|riba
birokrat|samostalnik|1|državni uradnik
birokrat|samostalnik|2|o togem sledenju pravilom
bolnik|samostalnik|1|kdor je bolan
bolnik|samostalnik|2|kdor je neprijeten ali krut
čebelnjak|samostalnik|1|prostor za čebele
čebelnjak|samostalnik|2|živahno dogajanje
čebelnjak|samostalnik|3|zgoščena skupina bivališč
čik|samostalnik|1|cigareta; ogorek;
flavta|samostalnik|1|pihalo
flavta|samostalnik|2|igranje flavte
flavta|samostalnik|3|glasbenik
helebarda|samostalnik|1|vrsta orožja
sufražetka|samostalnik|1|borka za ženske pravice
rajnki|pridevnik|1|umrli
rajnki|pridevnik|2|nekdanji
rajnki|samostalnik|1|umrla oseba
krtača|samostalnik|1|pripomoček za čiščenje
krtača|samostalnik|2|pripomoček za nego telesa
gora|samostalnik|1|visoka vzpetina
gora|samostalnik|2|velika količina
bajaličar|samostalnik|1|iskalec stvari
bajaničarka|samostalnik|1|iskalka stvari
bukov|pridevnik|1|o drevesu ali delu drevesa
bukov|pridevnik|2|izdelan iz bukovega lesa
bukov|pridevnik|3|o barvi
bukov|pridevnik|4|neumen; trapast;
etnologija|samostalnik|1|veda
hliniti|glagol|1|pretvarjati se
eksponat|samostalnik|1|razstavni predmet
glasnik|samostalnik|1|glas
akvarel|samostalnik|1|slika
akvarel|samostalnik|2|slikarska tehnika
stotica|samostalnik|1|število sto
stotica|samostalnik|2|desetiška enota
tisočica|samostalnik|1|število tisoč
tisočica|samostalnik|2|desetiška enota
tuhtati|glagol|1|premišljevati
filtrirati|glagol|1|prečistiti snov
filtrirati|glagol|2|prestreči in izločiti
filtrirati|glagol|3|z uporabo aplikacije
filtrirati|glagol|4|izraziti skozi nek kanal
gneča|samostalnik|1|o ljudeh
gneča|samostalnik|2|o stvareh
gojen|pridevnik|1|o rastlinah ali živalih
gojen|pridevnik|2|o ravnanju
idealizirati|glagol|1|olepševati
elita|samostalnik|1|najvplivnejši posamezniki
elita|samostalnik|2|najboljši športniki
pirh|samostalnik|1|velikonočno jajce
diskretnost|samostalnik|1|ohranjanje zasebnosti
diskretnost|samostalnik|2|nevpadljivost
eteričen|pridevnik|1|o rastlinskih izvlečkih
eteričen|pridevnik|2|o duhovnem svetu
eteričen|pridevnik|3|prefinjen
imeniten|pridevnik|1|izvrsten
imeniten|pridevnik|2|ugleden
nosnica|samostalnik|1|nosna kost
terminologija|samostalnik|1|strokovni izrazi
terminologija|samostalnik|2|veda
klofniti|glagol|1|dati klofuto
klofniti|glagol|2|o ukrepu
ilustrirati|glagol|1|izdelati risbo
ilustrirati|glagol|2|ponazoriti
titula|samostalnik|1|naziv
bencin|samostalnik|1|gorivo
pater|samostalnik|1|duhovnik
narodopisje|samostalnik|1|veda o značilnostih ljudstev
anorak|samostalnik|1|oblačilo
baretka|samostalnik|1|pokrivalo
bikini|samostalnik|1|kopalke
bikini|samostalnik|2|del telesa
bikinke|samostalnik|1|kopalke
brezrokaven|pridevnik|1|ki nima rokavov
brezrokavnik|samostalnik|1|oblačilo
burnus|samostalnik|1|tradicionalno oblačilo
burnus|samostalnik|2|težek plašč
frak|samostalnik|1|oblačilo
gamaša|samostalnik|1|zaščita čez čevlje
gamaša|samostalnik|2|oblačilo
negliže|samostalnik|1|žensko oblačilo
pulover|samostalnik|1|oblačilo
rever|samostalnik|1|del oblačila
suknjič|samostalnik|1|oblačilo
nogavice|samostalnik|1|oblačilo
gniti|glagol|1|razkrajati se
gniti|glagol|2|životariti
golobnjak|samostalnik|1|prostor za golobe
golobnjak|samostalnik|2|zelo majhen prostor
hlod|samostalnik|1|o drevesu
hlod|samostalnik|2|o človeku
kornet|samostalnik|1|posodica za hrano
kornet|samostalnik|2|vrsta sladoleda
kornet|samostalnik|3|o obliki
kornet|samostalnik|4|trobilo
kornet|samostalnik|5|glasbenik
kornet|samostalnik|6|vojaški čin
pleskati|glagol|1|o stavbah in delih stavb
rdečkar|samostalnik|1|komunist
akrobat|samostalnik|1|o izvajanju akrobatskih trikov
akrobat|samostalnik|2|o fizični spretnosti
akrobat|samostalnik|3|o mentalni spretnosti
akrobat|samostalnik|4|akrobatsko letalo
čekiranje|samostalnik|1|registracija potnikov
čekiranje|samostalnik|2|preverjanje
čekiranje|samostalnik|3|pri pokru
pižama|samostalnik|1|oblačilo
rokodelec|samostalnik|1|obrtnik
rokodelec|samostalnik|2|o naravi dela
biciklistka|samostalnik|1|kolesarka
apropriacija|samostalnik|1|prilastitev
aristokrat|samostalnik|1|oseba visokega rodu
aristokrat|samostalnik|2|kultiviran človek
aristokrat|samostalnik|3|izstopajoča oseba ali stvar
aristokrat|samostalnik|4|kdor ima višji položaj znotraj skupine
blejati|glagol|1|o oglašanju ovc
blejati|glagol|2|oddati zvok podoben kot pri ovcah
blejati|glagol|3|govoriti; izražati;
alt|samostalnik|1|glas
